abbrev,timestamp,confirmed_daily,confirmed_sum,population,confirmed_14days,death_daily,death_sum,death_14days,lat,lng,name,no,abbr,daily_rate,sum_rate,daily_perc,sum_perc,n
LU,2020-05-15,3,697,413120,3.63,0,20,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.7,168.7,0.001,0.169,3
LU,2020-05-16,2,699,413120,4.12,0,20,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.5,169.2,0.0,0.169,2
LU,2020-05-17,2,701,413120,4.6,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,169.7,0.0,0.17,2
LU,2020-05-18,4,705,413120,5.08,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,170.7,0.001,0.171,4
LU,2020-05-19,1,706,413120,5.08,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,170.9,0.0,0.171,1
LU,2020-05-20,2,708,413120,4.84,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,171.4,0.0,0.171,2
LU,2020-05-21,0,708,413120,4.6,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.4,0.0,0.171,0
LU,2020-05-22,1,709,413120,4.84,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,171.6,0.0,0.172,1
LU,2020-05-23,0,709,413120,4.84,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.6,0.0,0.172,0
LU,2020-05-24,0,709,413120,4.6,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.6,0.0,0.172,0
LU,2020-05-25,0,709,413120,4.36,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.6,0.0,0.172,0
LU,2020-05-26,0,709,413120,4.36,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.6,0.0,0.172,0
LU,2020-05-27,1,710,413120,4.6,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,171.9,0.0,0.172,1
LU,2020-05-28,0,710,413120,3.87,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-05-29,0,710,413120,3.15,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-05-30,0,710,413120,2.66,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-05-31,0,710,413120,2.18,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-06-01,0,710,413120,1.21,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-06-02,0,710,413120,0.97,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,171.9,0.0,0.172,0
LU,2020-06-03,1,711,413120,0.73,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,172.1,0.0,0.172,1
LU,2020-06-04,0,711,413120,0.73,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-05,0,711,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-06,0,711,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-07,0,711,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-08,0,711,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-09,0,711,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.1,0.0,0.172,0
LU,2020-06-10,1,712,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,172.3,0.0,0.172,1
LU,2020-06-11,0,712,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.3,0.0,0.172,0
LU,2020-06-12,0,712,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.3,0.0,0.172,0
LU,2020-06-13,0,712,413120,0.48,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,172.3,0.0,0.172,0
LU,2020-06-14,1,713,413120,0.73,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,172.6,0.0,0.173,1
LU,2020-06-15,1,714,413120,0.97,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,172.8,0.0,0.173,1
LU,2020-06-16,1,715,413120,1.21,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,173.1,0.0,0.173,1
LU,2020-06-17,0,715,413120,0.97,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,173.1,0.0,0.173,0
LU,2020-06-18,1,716,413120,1.21,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,173.3,0.0,0.173,1
LU,2020-06-19,0,716,413120,1.21,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,173.3,0.0,0.173,0
LU,2020-06-20,3,719,413120,1.94,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,174.0,0.001,0.174,3
LU,2020-06-21,1,720,413120,2.18,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,174.3,0.0,0.174,1
LU,2020-06-22,1,721,413120,2.42,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,174.5,0.0,0.174,1
LU,2020-06-23,0,721,413120,2.42,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,174.5,0.0,0.174,0
LU,2020-06-24,1,722,413120,2.42,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,174.8,0.0,0.175,1
LU,2020-06-25,2,724,413120,2.9,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,175.3,0.0,0.175,2
LU,2020-06-26,0,724,413120,2.9,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,175.3,0.0,0.175,0
LU,2020-06-27,4,728,413120,3.87,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,176.2,0.001,0.176,4
LU,2020-06-28,1,729,413120,3.87,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,176.5,0.0,0.176,1
LU,2020-06-29,7,736,413120,5.33,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.7,178.2,0.002,0.178,7
LU,2020-06-30,2,738,413120,5.57,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,178.6,0.0,0.179,2
LU,2020-07-01,0,738,413120,5.57,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,178.6,0.0,0.179,0
LU,2020-07-02,5,743,413120,6.54,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,179.9,0.001,0.18,5
LU,2020-07-03,2,745,413120,7.02,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,180.3,0.0,0.18,2
LU,2020-07-04,1,746,413120,6.54,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,180.6,0.0,0.181,1
LU,2020-07-05,0,746,413120,6.29,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,180.6,0.0,0.181,0
LU,2020-07-06,2,748,413120,6.54,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,181.1,0.0,0.181,2
LU,2020-07-07,2,750,413120,7.02,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,181.5,0.0,0.182,2
LU,2020-07-08,3,753,413120,7.5,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,182.3,0.001,0.182,3
LU,2020-07-09,4,757,413120,7.99,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,183.2,0.001,0.183,4
LU,2020-07-10,5,762,413120,9.2,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,184.5,0.001,0.184,5
LU,2020-07-11,1,763,413120,8.47,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,184.7,0.0,0.185,1
LU,2020-07-12,5,768,413120,9.44,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,185.9,0.001,0.186,5
LU,2020-07-13,4,772,413120,8.71,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,186.9,0.001,0.187,4
LU,2020-07-14,8,780,413120,10.17,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.9,188.8,0.002,0.189,8
LU,2020-07-15,3,783,413120,10.89,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,189.5,0.001,0.19,3
LU,2020-07-16,6,789,413120,11.13,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,191.0,0.002,0.191,6
LU,2020-07-17,5,794,413120,11.86,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,192.2,0.001,0.192,5
LU,2020-07-18,0,794,413120,11.62,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,192.2,0.0,0.192,0
LU,2020-07-19,1,795,413120,11.86,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,192.4,0.0,0.192,1
LU,2020-07-20,6,801,413120,12.83,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,193.9,0.002,0.194,6
LU,2020-07-21,3,804,413120,13.07,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,194.6,0.001,0.195,3
LU,2020-07-22,2,806,413120,12.83,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,195.1,0.0,0.195,2
LU,2020-07-23,6,812,413120,13.31,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,196.6,0.002,0.197,6
LU,2020-07-24,3,815,413120,12.83,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,197.3,0.001,0.197,3
LU,2020-07-25,0,815,413120,12.59,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,197.3,0.0,0.197,0
LU,2020-07-26,0,815,413120,11.38,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.0,197.3,0.0,0.197,0
LU,2020-07-27,6,821,413120,11.86,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,198.7,0.002,0.199,6
LU,2020-07-28,9,830,413120,12.1,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.2,200.9,0.002,0.201,9
LU,2020-07-29,10,840,413120,13.8,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.4,203.3,0.002,0.203,10
LU,2020-07-30,7,847,413120,14.04,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.7,205.0,0.002,0.205,7
LU,2020-07-31,5,852,413120,14.04,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,206.2,0.001,0.206,5
LU,2020-08-01,1,853,413120,14.28,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,206.5,0.0,0.206,1
LU,2020-08-02,3,856,413120,14.77,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,207.2,0.001,0.207,3
LU,2020-08-03,11,867,413120,15.98,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.7,209.9,0.003,0.21,11
LU,2020-08-04,9,876,413120,17.43,0,20,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.2,212.0,0.002,0.212,9
LU,2020-08-05,9,885,413120,19.12,1,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,2.2,214.2,0.002,0.214,9
LU,2020-08-06,5,890,413120,18.88,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.2,215.4,0.001,0.215,5
LU,2020-08-07,8,898,413120,20.09,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.9,217.4,0.002,0.217,8
LU,2020-08-08,0,898,413120,20.09,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.0,217.4,0.0,0.217,0
LU,2020-08-09,1,899,413120,20.33,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.2,217.6,0.0,0.218,1
LU,2020-08-10,10,909,413120,21.3,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,2.4,220.0,0.002,0.22,10
LU,2020-08-11,5,914,413120,20.33,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.2,221.2,0.001,0.221,5
LU,2020-08-12,13,927,413120,21.06,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,3.1,224.4,0.003,0.224,13
LU,2020-08-13,18,945,413120,23.72,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,4.4,228.7,0.004,0.229,18
LU,2020-08-14,8,953,413120,24.45,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.9,230.7,0.002,0.231,8
LU,2020-08-15,4,957,413120,25.17,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.0,231.7,0.001,0.232,4
LU,2020-08-16,1,958,413120,24.69,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.2,231.9,0.0,0.232,1
LU,2020-08-17,4,962,413120,23.0,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.0,232.9,0.001,0.233,4
LU,2020-08-18,8,970,413120,22.75,0,21,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.9,234.8,0.002,0.235,8
LU,2020-08-19,2,972,413120,21.06,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,235.3,0.0,0.235,2
LU,2020-08-20,6,978,413120,21.3,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,236.7,0.002,0.237,6
LU,2020-08-21,7,985,413120,21.06,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.7,238.4,0.002,0.238,7
LU,2020-08-22,1,986,413120,21.3,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,238.7,0.0,0.239,1
LU,2020-08-23,4,990,413120,22.03,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,239.6,0.001,0.24,4
LU,2020-08-24,2,992,413120,20.09,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,240.1,0.0,0.24,2
LU,2020-08-25,10,1002,413120,21.3,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.4,242.5,0.002,0.242,10
LU,2020-08-26,8,1010,413120,20.09,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.9,244.5,0.002,0.244,8
LU,2020-08-27,9,1019,413120,17.91,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.2,246.7,0.002,0.247,9
LU,2020-08-28,10,1029,413120,18.4,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.4,249.1,0.002,0.249,10
LU,2020-08-29,5,1034,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,250.3,0.001,0.25,5
LU,2020-08-30,1,1035,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.2,250.5,0.0,0.25,1
LU,2020-08-31,6,1041,413120,19.12,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,252.0,0.002,0.252,6
LU,2020-09-01,6,1047,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,253.4,0.002,0.253,6
LU,2020-09-02,6,1053,413120,19.61,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.5,254.9,0.002,0.255,6
LU,2020-09-03,5,1058,413120,19.36,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,256.1,0.001,0.256,5
LU,2020-09-04,4,1062,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.0,257.1,0.001,0.257,4
LU,2020-09-05,2,1064,413120,18.88,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,257.6,0.0,0.258,2
LU,2020-09-06,3,1067,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.7,258.3,0.001,0.258,3
LU,2020-09-07,2,1069,413120,18.64,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,0.5,258.8,0.0,0.259,2
LU,2020-09-08,5,1074,413120,17.43,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.2,260.0,0.001,0.26,5
LU,2020-09-09,7,1081,413120,17.19,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,1.7,261.7,0.002,0.262,7
LU,2020-09-10,9,1090,413120,17.19,0,21,0.0,47.0501682,8.3093072,Lucerne,3,LU,2.2,263.8,0.002,0.264,9
LU,2020-09-11,4,1094,413120,15.73,1,22,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.0,264.8,0.001,0.265,4
LU,2020-09-12,2,1096,413120,15.01,1,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,0.5,265.3,0.0,0.265,2
LU,2020-09-13,6,1102,413120,16.22,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.5,266.8,0.002,0.267,6
LU,2020-09-14,6,1108,413120,16.22,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.5,268.2,0.002,0.268,6
LU,2020-09-15,9,1117,413120,16.94,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,2.2,270.4,0.002,0.27,9
LU,2020-09-16,9,1126,413120,17.67,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,2.2,272.6,0.002,0.273,9
LU,2020-09-17,10,1136,413120,18.88,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,2.4,275.0,0.002,0.275,10
LU,2020-09-18,12,1148,413120,20.82,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,2.9,277.9,0.003,0.278,12
LU,2020-09-19,3,1151,413120,21.06,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,0.7,278.6,0.001,0.279,3
LU,2020-09-20,5,1156,413120,21.54,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.2,279.8,0.001,0.28,5
LU,2020-09-21,6,1162,413120,22.51,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.5,281.3,0.002,0.281,6
LU,2020-09-22,6,1168,413120,22.75,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.5,282.7,0.002,0.283,6
LU,2020-09-23,7,1175,413120,22.75,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,1.7,284.4,0.002,0.284,7
LU,2020-09-24,2,1177,413120,21.06,0,23,0.48,47.0501682,8.3093072,Lucerne,3,LU,0.5,284.9,0.0,0.285,2
LU,2020-09-25,9,1186,413120,22.27,0,23,0.24,47.0501682,8.3093072,Lucerne,3,LU,2.2,287.1,0.002,0.287,9
LU,2020-09-26,4,1190,413120,22.75,1,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.0,288.1,0.001,0.288,4
LU,2020-09-27,1,1191,413120,21.54,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,0.2,288.3,0.0,0.288,1
LU,2020-09-28,6,1197,413120,21.54,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.5,289.7,0.002,0.29,6
LU,2020-09-29,8,1205,413120,21.3,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.9,291.7,0.002,0.292,8
LU,2020-09-30,13,1218,413120,22.27,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,3.1,294.8,0.003,0.295,13
LU,2020-10-01,9,1227,413120,22.03,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,2.2,297.0,0.002,0.297,9
LU,2020-10-02,11,1238,413120,21.79,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,2.7,299.7,0.003,0.3,11
LU,2020-10-03,6,1244,413120,22.51,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.5,301.1,0.002,0.301,6
LU,2020-10-04,5,1249,413120,22.51,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,1.2,302.3,0.001,0.302,5
LU,2020-10-05,15,1264,413120,24.69,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,3.6,306.0,0.004,0.306,15
LU,2020-10-06,28,1292,413120,30.02,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,6.8,312.7,0.007,0.313,28
LU,2020-10-07,40,1332,413120,38.0,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,9.7,322.4,0.01,0.322,40
LU,2020-10-08,45,1377,413120,48.41,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,10.9,333.3,0.011,0.333,45
LU,2020-10-09,60,1437,413120,60.76,0,24,0.24,47.0501682,8.3093072,Lucerne,3,LU,14.5,347.8,0.014,0.348,60
LU,2020-10-10,42,1479,413120,69.96,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,10.2,358.0,0.01,0.358,42
LU,2020-10-11,22,1501,413120,75.04,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,5.3,363.3,0.005,0.363,22
LU,2020-10-12,79,1580,413120,92.71,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,19.1,382.5,0.019,0.382,79
LU,2020-10-13,87,1667,413120,111.83,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,21.1,403.5,0.021,0.404,87
LU,2020-10-14,92,1759,413120,130.95,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,22.3,425.8,0.022,0.426,92
LU,2020-10-15,149,1908,413120,164.84,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,36.1,461.9,0.036,0.462,149
LU,2020-10-16,113,2021,413120,189.53,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,27.4,489.2,0.027,0.489,113
LU,2020-10-17,49,2070,413120,199.94,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,11.9,501.1,0.012,0.501,49
LU,2020-10-18,74,2144,413120,216.64,0,24,0.0,47.0501682,8.3093072,Lucerne,3,LU,17.9,519.0,0.018,0.519,74
LU,2020-10-19,170,2314,413120,254.16,1,25,0.24,47.0501682,8.3093072,Lucerne,3,LU,41.2,560.1,0.041,0.56,170
LU,2020-10-20,181,2495,413120,291.2,1,26,0.48,47.0501682,8.3093072,Lucerne,3,LU,43.8,603.9,0.044,0.604,181
LU,2020-10-21,199,2694,413120,329.69,0,26,0.48,47.0501682,8.3093072,Lucerne,3,LU,48.2,652.1,0.048,0.652,199
LU,2020-10-22,232,2926,413120,374.95,1,27,0.73,47.0501682,8.3093072,Lucerne,3,LU,56.2,708.3,0.056,0.708,232
LU,2020-10-23,261,3187,413120,423.61,0,27,0.73,47.0501682,8.3093072,Lucerne,3,LU,63.2,771.4,0.063,0.771,261
LU,2020-10-24,106,3293,413120,439.1,1,28,0.97,47.0501682,8.3093072,Lucerne,3,LU,25.7,797.1,0.026,0.797,106
LU,2020-10-25,89,3382,413120,455.32,0,28,0.97,47.0501682,8.3093072,Lucerne,3,LU,21.5,818.6,0.022,0.819,89
LU,2020-10-26,368,3750,413120,525.27,0,28,0.97,47.0501682,8.3093072,Lucerne,3,LU,89.1,907.7,0.089,0.908,368
LU,2020-10-27,279,4029,413120,571.75,2,30,1.45,47.0501682,8.3093072,Lucerne,3,LU,67.5,975.3,0.068,0.975,279
LU,2020-10-28,312,4341,413120,625.0,2,32,1.94,47.0501682,8.3093072,Lucerne,3,LU,75.5,1050.8,0.076,1.051,312
LU,2020-10-29,318,4659,413120,665.91,1,33,2.18,47.0501682,8.3093072,Lucerne,3,LU,77.0,1127.8,0.077,1.128,318
LU,2020-10-30,334,4993,413120,719.4,1,34,2.42,47.0501682,8.3093072,Lucerne,3,LU,80.8,1208.6,0.081,1.209,334
LU,2020-10-31,180,5173,413120,751.11,2,36,2.9,47.0501682,8.3093072,Lucerne,3,LU,43.6,1252.2,0.044,1.252,180
LU,2020-11-01,74,5247,413120,751.11,2,38,3.39,47.0501682,8.3093072,Lucerne,3,LU,17.9,1270.1,0.018,1.27,74
LU,2020-11-02,288,5535,413120,779.68,1,39,3.39,47.0501682,8.3093072,Lucerne,3,LU,69.7,1339.8,0.07,1.34,288
LU,2020-11-03,292,5827,413120,806.55,2,41,3.63,47.0501682,8.3093072,Lucerne,3,LU,70.7,1410.5,0.071,1.41,292
LU,2020-11-04,290,6117,413120,828.57,2,43,4.12,47.0501682,8.3093072,Lucerne,3,LU,70.2,1480.7,0.07,1.481,290
LU,2020-11-05,281,6398,413120,840.43,2,45,4.36,47.0501682,8.3093072,Lucerne,3,LU,68.0,1548.7,0.068,1.549,281
LU,2020-11-06,237,6635,413120,834.62,0,45,4.36,47.0501682,8.3093072,Lucerne,3,LU,57.4,1606.1,0.057,1.606,237
LU,2020-11-07,148,6783,413120,844.79,2,47,4.6,47.0501682,8.3093072,Lucerne,3,LU,35.8,1641.9,0.036,1.642,148
LU,2020-11-08,29,6812,413120,830.27,3,50,5.33,47.0501682,8.3093072,Lucerne,3,LU,7.0,1648.9,0.007,1.649,29
LU,2020-11-09,280,7092,413120,808.97,0,50,5.33,47.0501682,8.3093072,Lucerne,3,LU,67.8,1716.7,0.068,1.717,280
LU,2020-11-10,227,7319,413120,796.38,0,50,4.84,47.0501682,8.3093072,Lucerne,3,LU,54.9,1771.6,0.055,1.772,227
LU,2020-11-11,255,7574,413120,782.58,1,51,4.6,47.0501682,8.3093072,Lucerne,3,LU,61.7,1833.4,0.062,1.833,255
LU,2020-11-12,172,7746,413120,747.24,5,56,5.57,47.0501682,8.3093072,Lucerne,3,LU,41.6,1875.0,0.042,1.875,172
LU,2020-11-13,211,7957,413120,717.47,1,57,5.57,47.0501682,8.3093072,Lucerne,3,LU,51.1,1926.1,0.051,1.926,211
LU,2020-11-14,129,8086,413120,705.12,2,59,5.57,47.0501682,8.3093072,Lucerne,3,LU,31.2,1957.3,0.031,1.957,129
LU,2020-11-15,57,8143,413120,701.01,2,61,5.57,47.0501682,8.3093072,Lucerne,3,LU,13.8,1971.1,0.014,1.971,57
LU,2020-11-16,278,8421,413120,698.59,2,63,5.81,47.0501682,8.3093072,Lucerne,3,LU,67.3,2038.4,0.067,2.038,278
LU,2020-11-17,223,8644,413120,681.88,3,66,6.05,47.0501682,8.3093072,Lucerne,3,LU,54.0,2092.4,0.054,2.092,223
LU,2020-11-18,190,8834,413120,657.68,1,67,5.81,47.0501682,8.3093072,Lucerne,3,LU,46.0,2138.4,0.046,2.138,190
LU,2020-11-19,191,9025,413120,635.89,2,69,5.81,47.0501682,8.3093072,Lucerne,3,LU,46.2,2184.6,0.046,2.185,191
LU,2020-11-20,251,9276,413120,639.28,3,72,6.54,47.0501682,8.3093072,Lucerne,3,LU,60.8,2245.4,0.061,2.245,251
LU,2020-11-21,34,9310,413120,611.69,2,74,6.54,47.0501682,8.3093072,Lucerne,3,LU,8.2,2253.6,0.008,2.254,34
LU,2020-11-22,73,9383,413120,622.34,2,76,6.29,47.0501682,8.3093072,Lucerne,3,LU,17.7,2271.3,0.018,2.271,73
LU,2020-11-23,186,9569,413120,599.58,2,78,6.78,47.0501682,8.3093072,Lucerne,3,LU,45.0,2316.3,0.045,2.316,186
LU,2020-11-24,201,9770,413120,593.29,2,80,7.26,47.0501682,8.3093072,Lucerne,3,LU,48.7,2364.9,0.049,2.365,201
LU,2020-11-25,197,9967,413120,579.25,2,82,7.5,47.0501682,8.3093072,Lucerne,3,LU,47.7,2412.6,0.048,2.413,197
LU,2020-11-26,157,10124,413120,575.62,6,88,7.75,47.0501682,8.3093072,Lucerne,3,LU,38.0,2450.6,0.038,2.451,157
